maranyane a mahala a le wena o kgonang go a fetola.	maraɲanɪ a mahala a lɪ wɪna ʊ k͡χʰʊnaŋ χʊ a fɪtʊla .
Go tloga ka 1935 go ​​fitlha ka 1969, Kazungula e ne e le lefelo la go thapa badiri la Mokgatlho wa Badiri ba Lefelo la Witwatersrand (WENELA), o o neng o thapa badiri ba meepo ya gauta ya Aforika Borwa.	χʊ t͡ɬʊχa ka sɪkɪtɪ lɪ mak͡χʰʊlʊ a fɪraŋ bʊŋwɪ lɪ masʊmɪ a mararʊ lɪ bʊt͡ɬʰanʊ χʊ fit͡ɬʰa ka sɪkɪtɪ lɪ mak͡χʰʊlʊ a fɪraŋ bʊŋwɪ lɪ masʊmɪ a maratarʊ lɪ bʊfɪra bʊŋwɪ , kazuŋula ɪ nɪ ɪ lɪ lɪfɪlʊ la χʊ tʰapa badiri la mʊk͡χʰat͡ɬʰʊ wa badiri ba lɪfɪlʊ la witwatɪrsrand wɪnɪla , ʊ ʊ nɪŋ ʊ tʰapa badiri ba mɪɪpʊ ja χauta ja afʊrika bʊrwa .
Distinguished Achievement Award for AIDS Leadership in Southern Africa by the Medunsa Trust - Washington DC, USA (June 2000)	distiŋuiʃɪd akhiɪvɪmɪnt award fʊr aids lɪadɪrʃip in sʊutʰɪrn afrika bj tʰɪ mɪdunsa trust waʃiŋtʊn dk , usa d͡ʒunɪ dikɪtɪ t͡sɪ pɪdi
Serowe o ntse o gakologelwa Khama III, Kgosi ya Bamangwato batho ba bogologolo ka ngwagakgolo lesome le boferabongwe le masome mabedi. Ka ngwaga wa 1903, o ne a thomiwa fa e le motse mogolo Serowe, Bamangwato. Gape ke lefelo la matsalo la ga Seretse Khama, motswana wa ntlha go nna Tautona wa lefatshe la Botswana, le boremelelo jwa setso sa morafe wa Bangwato.	sɪrʊwɪ ʊ nt͡sɪ ʊ χakʊlʊχɪlwa kʰama bʊrarʊ , k͡χʰʊsi ja bamaŋwatʊ batʰʊ ba bʊχʊlʊχʊlʊ ka ŋwaχak͡χʰʊlʊ lɪsʊmɪ lɪ bʊfɪrabʊŋwɪ lɪ masʊmɪ mabɪdi . ka ŋwaχa wa sɪkɪtɪ lɪ mak͡χʰʊlʊ a fɪraŋ bʊŋwɪ lɪ bʊrarʊ , ʊ nɪ a tʰʊmiwa fa ɪ lɪ mʊt͡sɪ mʊχʊlʊ sɪrʊwɪ , bamaŋwatʊ . χapɪ kɪ lɪfɪlʊ la mat͡salʊ la χa sɪrɪt͡sɪ kʰama , mʊt͡swana wa nt͡ɬʰa χʊ nna tautʊna wa lɪfat͡sʰɪ la bʊt͡swana , lɪ bʊrɪmɪlɪlʊ d͡ʒwa sɪt͡sʊ sa mʊrafɪ wa baŋwatʊ .
Serowe e ne e le toropo e e amogetsweng ya mokwadi yo o tsholetsweng mo Aforika Borwa e bong Bessie Head, mme seno se ne sa tlhotlheletsa buka ya gagwe ya 1974 ya Serowe: Motse wa Phefo ya Pula. Botlhokwa jwa gagwe mo motseng bo gakologelwa kwa Phaposing ya Tlhogo ya Bessie ya Musiamo wa Segopotso wa Khama III, o o neng wa tlhongwa ka ngwaga wa 2007.	sɪrʊwɪ ɪ nɪ ɪ lɪ tʊrʊpʊ ɪ ɪ amʊχɪt͡swɪŋ ja mʊkwadi jʊ ʊ t͡sʰʊlɪt͡swɪŋ mʊ afʊrika bʊrwa ɪ bʊŋ bɪssiɪ hɪad , mmɪ sɪnʊ sɪ nɪ sa t͡ɬʰʊt͡ɬʰɪlɪt͡sa buka ja χaχwɪ ja sɪkɪtɪ lɪ mak͡χʰʊlʊ a fɪraŋ bʊŋwɪ lɪ masʊmɪ a supaŋ lɪ bʊnɪ ja sɪrʊwɪ , mʊt͡sɪ wa pʰɪfʊ ja pula . bʊt͡ɬʰʊkwa d͡ʒwa χaχwɪ mʊ mʊt͡sɪŋ bʊ χakʊlʊχɪlwa kwa pʰapʊsiŋ ja t͡ɬʰʊχʊ ja bɪssiɪ ja musiamʊ wa sɪχʊpʊt͡sʊ wa kʰama bʊrarʊ , ʊ ʊ nɪŋ wa t͡ɬʰʊŋwa ka ŋwaχa wa dikɪtɪ t͡sɪ pɪdi lɪ bʊsupa .
Tirokgolo ya NLS ke go fitlhelela ditlhokego tsa Molaotheo ka go bebofatsa, go tsweletsa le go tlamela tirelo ya bofetoledi le botseleganyi ka dipuo tsotlhe tsa semmuso, le go laola dipuo tse di farologaneng ka diporojeke tsa thulaganyo ya puo le tsa mareo.	tirʊk͡χʰʊlʊ ja nls kɪ χʊ fit͡ɬʰɪlɪla dit͡ɬʰʊkɪχʊ t͡sa mʊlaʊtʰɪʊ ka χʊ bɪbʊfat͡sa , χʊ t͡swɪlɪt͡sa lɪ χʊ t͡ɬamɪla tirɪlʊ ja bʊfɪtʊlɪdi lɪ bʊt͡sɪlɪχaɲi ka dipuʊ t͡sʊt͡ɬʰɪ t͡sa sɪmmusʊ , lɪ χʊ laʊla dipuʊ t͡sɪ di farʊlʊχanɪŋ ka dipʊrʊd͡ʒɪkɪ t͡sa tʰulaχaɲʊ ja puʊ lɪ t͡sa marɪʊ .
NLS e dira jaaka thulaganyo ya porofešenale ya Mmuso ya tshegetso ya puo ka go fetolela dikwalo tsa semmuso ka dipuo tsotlhe tsa semmuso. Tirelo ya yona ya mareo e thusa ka go tlhabolola le go tokafatsa tlotlofoko ya setegeniki ya dipuo tsa semmuso. Ditiro tsa thulaganyo ya puo di akaretsa go eletsa Mmuso ka ga tlhabololo ya pholisi ya puo le maano a tiragatso.	nls ɪ dira d͡ʒaaka tʰulaχaɲʊ ja pʊrʊfɪʃɪnalɪ ja mmusʊ ja t͡sʰɪχɪt͡sʊ ja puʊ ka χʊ fɪtʊlɪla dikwalʊ t͡sa sɪmmusʊ ka dipuʊ t͡sʊt͡ɬʰɪ t͡sa sɪmmusʊ . tirɪlʊ ja jʊna ja marɪʊ ɪ tʰusa ka χʊ t͡ɬʰabʊlʊla lɪ χʊ tʊkafat͡sa t͡ɬʊt͡ɬʊfʊkʊ ja sɪtɪχɪniki ja dipuʊ t͡sa sɪmmusʊ . ditirʊ t͡sa tʰulaχaɲʊ ja puʊ di akarɪt͡sa χʊ ɪlɪt͡sa mmusʊ ka χa t͡ɬʰabʊlʊlʊ ja pʰʊlisi ja puʊ lɪ maanʊ a tiraχat͡sʊ .
Lekoko la Botswana Democratic Party le ne la busa lefatshe kwantle ga go kgaotsa go tloga ka ditlhopho tsa ntlha tsa 1965 go fitlha ka ditlhopho tsa kakaretso tsa 2024, tse di neng tsa fenngwa ke Umbrella for Democratic Change. Ka Ngwanatsele a rogwa 2024, Duma Boko, moeteledipele wa UDC, o ne a ikanisiwa jaaka tautona wa Botswana, a nna tautona wa ntlha go sa emele BDP.	lɪkʊkʊ la bʊt͡swana dɪmʊkratik partj lɪ nɪ la busa lɪfat͡sʰɪ kwant͡ɬɪ χa χʊ k͡χʰaʊt͡sa χʊ t͡ɬʊχa ka dit͡ɬʰʊpʰʊ t͡sa nt͡ɬʰa t͡sa sɪkɪtɪ lɪ mak͡χʰʊlʊ a fɪraŋ bʊŋwɪ lɪ masʊmɪ a maratarʊ lɪ bʊt͡ɬʰanʊ χʊ fit͡ɬʰa ka dit͡ɬʰʊpʰʊ t͡sa kakarɪt͡sʊ t͡sa dikɪtɪ t͡sɪ pɪdi lɪ masʊmɪ a mabɪdi lɪ bʊnɪ , t͡sɪ di nɪŋ t͡sa fɪnŋwa kɪ umbrɪlla fʊr dɪmʊkratik khaŋɪ . ka ŋwanat͡sɪlɪ a rʊχwa dikɪtɪ t͡sɪ pɪdi lɪ masʊmɪ a mabɪdi lɪ bʊnɪ , duma bʊkʊ , mʊɪtɪlɪdipɪlɪ wa udk , ʊ nɪ a ikanisiwa d͡ʒaaka tautʊna wa bʊt͡swana , a nna tautʊna wa nt͡ɬʰa χʊ sa ɪmɪlɪ bdp .
Ka Phatwe a le masome mabedi le bone 2018, Mmegi yo o Kgethegileng wa UN wa Bathopotlana, Fernand de Varennes, o ne a ntsha pegelo e e neng e ikuela mo Botswana "go oketsa maiteko a go lemoga le go sireletsa ditshwanelo tsa batho ba babotlana mabapi le ditirelo tsa setšhaba, tiriso ya lefatshe le didirisiwa, le tiriso ya dipuo tse di potlana mo thutong le mo mafelong mangwe a a botlhokwa."	ka pʰatwɪ a lɪ masʊmɪ mabɪdi lɪ bʊnɪ dikɪtɪ t͡sɪ pɪdi lɪ lɪsʊmɪ lɪ bʊfɪra bʊbɪdi , mmɪχi jʊ ʊ k͡χʰɪtʰɪχilɪŋ wa un wa batʰʊpʊt͡ɬana , fɪrnand dɪ varɪnnɪs , ʊ nɪ a nt͡sʰa pɪχɪlʊ ɪ ɪ nɪŋ ɪ ikuɪla mʊ bʊt͡swana χʊ ʊkɪt͡sa maitɪkʊ a χʊ lɪmʊχa lɪ χʊ sirɪlɪt͡sa dit͡sʰwanɪlʊ t͡sa batʰʊ ba babʊt͡ɬana mabapi lɪ ditirɪlʊ t͡sa sɪt͡ʃʰaba , tirisʊ ja lɪfat͡sʰɪ lɪ didirisiwa , lɪ tirisʊ ja dipuʊ t͡sɪ di pʊt͡ɬana mʊ tʰutʊŋ lɪ mʊ mafɪlʊŋ maŋwɪ a a bʊt͡ɬʰʊkwa .
Palo ya batho ka dikgatiso tsa 2011 ke 231,626. Go na le banna ba le 92,859 le basadi ba le 98,917 mo toropong. Go na le malwapa a le 58,476 mo Gaborone. Toropo ya Gaborone ke motse wa selekanyo se se lesome sa palo ya batho mo Botswana. Sephato sa batho ba Botswana ba nna mo Gaborone.	palʊ ja batʰʊ ka dik͡χʰatisʊ t͡sa dikɪtɪ t͡sɪ pɪdi lɪ lɪsʊmɪ lɪ bʊŋwɪ kɪ dikɪtɪ t͡sɪ mak͡χʰʊlʊ a mabɪdi lɪ masʊmɪ a mararʊ lɪ bʊŋwɪ lɪ mak͡χʰʊlʊ a maratarʊ lɪ masʊmɪ a mabɪdi lɪ bʊratarʊ . χʊ na lɪ banna ba lɪ dikɪtɪ t͡sɪ masʊmɪ a fɪraŋ bʊŋwɪ lɪ bʊbɪdi lɪ mak͡χʰʊlʊ a fɪraŋ bʊbɪdi lɪ masʊmɪ a mat͡ɬʰanʊ lɪ bʊfɪra bʊŋwɪ lɪ basadi ba lɪ dikɪtɪ t͡sɪ masʊmɪ a fɪraŋ bʊŋwɪ lɪ bʊfɪra bʊbɪdi lɪ mak͡χʰʊlʊ a fɪraŋ bʊŋwɪ lɪ lɪsʊmɪ lɪ bʊsupa mʊ tʊrʊpʊŋ . χʊ na lɪ malwapa a lɪ dikɪtɪ t͡sɪ masʊmɪ a mat͡ɬʰanʊ lɪ bʊfɪra bʊbɪdi lɪ mak͡χʰʊlʊ a manɪ lɪ masʊmɪ a supaŋ lɪ bʊratarʊ mʊ χabʊrʊnɪ . tʊrʊpʊ ja χabʊrʊnɪ kɪ mʊt͡sɪ wa sɪlɪkaɲʊ sɪ sɪ lɪsʊmɪ sa palʊ ja batʰʊ mʊ bʊt͡swana . sɪpʰatʊ sa batʰʊ ba bʊt͡swana ba nna mʊ χabʊrʊnɪ .
Molebatsi o simolotse tiro ya gagwe ya go tshameka ka ngwaga wa 2002 o ka nako eo a neng a tshamekela ditlhopha di tshwana le NICO FC (2007 -2009, le Motlakase (2010). Gape o ne a emela Botswana kwa dikgaisanong tsa 2004 tsa Sejana sa COSAFA. O tshameketse SaFC10 la bofelo ka 2011 pele ga a rola tiro.	mʊlɪbat͡si ʊ simʊlʊt͡sɪ tirʊ ja χaχwɪ ja χʊ t͡sʰamɪka ka ŋwaχa wa dikɪtɪ t͡sɪ pɪdi lɪ bʊbɪdi ʊ ka nakʊ ɪʊ a nɪŋ a t͡sʰamɪkɪla dit͡ɬʰʊpʰa di t͡sʰwana lɪ nikʊ fk dikɪtɪ t͡sɪ pɪdi lɪ bʊsupa χʊ ja χʊ dikɪtɪ t͡sɪ pɪdi lɪ bʊfɪra bʊŋwɪ , lɪ mʊt͡ɬakasɪ dikɪtɪ t͡sɪ pɪdi lɪ lɪsʊmɪ . χapɪ ʊ nɪ a ɪmɪla bʊt͡swana kwa dik͡χʰaisanʊŋ t͡sa dikɪtɪ t͡sɪ pɪdi lɪ bʊnɪ t͡sa sɪd͡ʒana sa kʊsafa . ʊ t͡sʰamɪkɪt͡sɪ safk lɪsʊmɪ la bʊfɪlʊ ka dikɪtɪ t͡sɪ pɪdi lɪ lɪsʊmɪ lɪ bʊŋwɪ pɪlɪ χa a rʊla tirʊ .
Prof. Marthinus Christoffel Botha, 1934 -1936	prʊf . martʰinus khristʊffɪl bʊtʰa , sɪkɪtɪ lɪ mak͡χʰʊlʊ a fɪraŋ bʊŋwɪ lɪ masʊmɪ a mararʊ lɪ bʊnɪ χʊ ja χʊ sɪkɪtɪ lɪ mak͡χʰʊlʊ a fɪraŋ bʊŋwɪ lɪ masʊmɪ a mararʊ lɪ bʊratarʊ
Morago ga go boela morago go tswa Bidvest Wits, ka paka ya metshameko ya 2017 -2018, o ne tlholwa ke go bona tshono ya go tshameka, a tshameka gangwe fela mo pakeng yotlhe ya metshameko ka mokatisi wa Mamelodi Sundowns ebong Pitso Mosimane o ne a re "o tlhoka go itshupa gore a o ka nna mo batshameking ba ntlha ba ba lesome le bongwe".	mʊraχʊ χa χʊ bʊɪla mʊraχʊ χʊ t͡swa bidvɪst wit͡s , ka paka ja mɪt͡sʰamɪkʊ ja dikɪtɪ t͡sɪ pɪdi lɪ lɪsʊmɪ lɪ bʊsupa χʊ ja χʊ dikɪtɪ t͡sɪ pɪdi lɪ lɪsʊmɪ lɪ bʊfɪra bʊbɪdi , ʊ nɪ t͡ɬʰʊlwa kɪ χʊ bʊna t͡sʰʊnʊ ja χʊ t͡sʰamɪka , a t͡sʰamɪka χaŋwɪ fɪla mʊ pakɪŋ jʊt͡ɬʰɪ ja mɪt͡sʰamɪkʊ ka mʊkatisi wa mamɪlʊdi sundʊwns ɪbʊŋ pit͡sʊ mʊsimanɪ ʊ nɪ a rɪ ʊ t͡ɬʰʊka χʊ it͡sʰupa χʊrɪ a ʊ ka nna mʊ bat͡sʰamɪkiŋ ba nt͡ɬʰa ba ba lɪsʊmɪ lɪ bʊŋwɪ .
Tsabong ke lefelo la Botswana la direkoto tsa botsididi, tse di supang selekanyo sa -15.0°C (5.0°F) .	t͡sabʊŋ kɪ lɪfɪlʊ la bʊt͡swana la dirɪkʊtʊ t͡sa bʊt͡sididi , t͡sɪ di supaŋ sɪlɪkaɲʊ sa dikirii t͡sa kɪlkius t͡sɪ di kwa t͡ɬasɪ χa lɪfɪla di lɪ lɪsʊmɪ lɪ bʊt͡ɬʰanʊ nt͡ɬʰa lɪfɪla dikirii t͡sa fahrɪnhɪit di lɪ bʊt͡ɬʰanʊ nt͡ɬʰa lɪfɪla .
Pina ya setshaba ya Botswana ke fatshe lêno la rona, ê e tlhamilwêng ke Rre K T Motsete. Madi a a dirisiwang kwa Botswana ke Pula.	pina ja sɪt͡sʰaba ja bʊt͡swana kɪ fat͡sʰɪ lɛnʊ la rʊna , ɛ ɪ t͡ɬʰamilwɛŋ kɪ rrɪ k t mʊt͡sɪtɪ . madi a a dirisiwaŋ kwa bʊt͡swana kɪ pula .
Go ya ka Sensus ya 2011, palo ya baagi ba Stilfontein e ne e le 17 942. Bokete jwa baagi e ne e le batho ba le 1 717 ka km².	χʊ ja ka sɪnsus ja dikɪtɪ t͡sɪ pɪdi lɪ lɪsʊmɪ lɪ bʊŋwɪ , palʊ ja baaχi ba stilfʊntɪin ɪ nɪ ɪ lɪ dikɪtɪ t͡sɪ lɪsʊmɪ lɪ bʊsupa lɪ mak͡χʰʊlʊ a fɪraŋ bʊŋwɪ lɪ masʊmɪ a manɪ lɪ bʊbɪdi . bʊkɪtɪ d͡ʒwa baaχi ɪ nɪ ɪ lɪ batʰʊ ba lɪ sɪkɪtɪ lɪ mak͡χʰʊlʊ a supaŋ lɪ lɪsʊmɪ lɪ bʊsupa ka km .
kanang ka 32,230km² mme e na le baagi ba ba ka nnang palo ya 1.35 million go ya ka ngwaga wa 2012. Mudzi ke toropokgolo ya Mashonaland East.	kanaŋ ka sɪkwɪrɪ sa dikilʊmɪtara di lɪ dikɪtɪ t͡sɪ masʊmɪ a mararʊ lɪ bʊbɪdi lɪ mak͡χʰʊlʊ a mabɪdi lɪ masʊmɪ a mararʊ mmɪ ɪ na lɪ baaχi ba ba ka nnaŋ palʊ ja bʊŋwɪ nt͡ɬʰa bʊrarʊ bʊt͡ɬʰanʊ milliʊn χʊ ja ka ŋwaχa wa dikɪtɪ t͡sɪ pɪdi lɪ lɪsʊmɪ lɪ bʊbɪdi . mudzi kɪ tʊrʊpʊk͡χʰʊlʊ ja maʃʊnaland ɪast .
PlotArea = left:50 right:20 top:25 bottom:30	plʊtarɪa lɪft , masʊmɪ a mat͡ɬʰanʊ riχht , masʊmɪ a mabɪdi tʊp , masʊmɪ a mabɪdi lɪ bʊt͡ɬʰanʊ bʊttʊm , masʊmɪ a mararʊ
ScaleMajor = unit:year increment:11000 start:0 gridcolor:linegrey	skalɪmad͡ʒʊr unit , jɪar inkrɪmɪnt , dikɪtɪ t͡sɪ lɪsʊmɪ lɪ bʊŋwɪ start , lɪfɪla χridkʊlʊr , linɪχrɪj
ScaleMinor = unit:year increment:1000 start:0 gridcolor:linegrey2	skalɪminʊr unit , jɪar inkrɪmɪnt , sɪkɪtɪ start , lɪfɪla χridkʊlʊr , linɪχrɪj bʊbɪdi
Alton Brown, I'm Just Here for More Food: Food × Mixing + Heat = Baking, New York: Stewart, Tabori & Chang, 2002 (ISBN 1-58479-341-4).	altʊn brʊwn , i m d͡ʒust hɪrɪ fʊr mʊrɪ fʊʊd , fʊʊd miksiŋ hɪat bakiŋ , nɪw jʊrk , stɪwart , tabʊri lɪ khaŋ , dikɪtɪ t͡sɪ pɪdi lɪ bʊbɪdi isbn bʊŋwɪ dikɪtɪ t͡sɪ masʊmɪ a mat͡ɬʰanʊ lɪ bʊfɪra bʊbɪdi lɪ mak͡χʰʊlʊ a manɪ lɪ masʊmɪ a supaŋ lɪ bʊfɪra bʊŋwɪ mak͡χʰʊlʊ a mararʊ lɪ masʊmɪ a manɪ lɪ bʊŋwɪ bʊnɪ .
× 2 = 46-50, palo e kgolo ya meno e e itsiweng mo seamusi sepe sa naga se e seng sa marsupial—phokoje e e nang le ditsebe tsa bat e ne e beilwe mo lelapeng le le tlhaolegileng la di-canid, Otocyoninae, ka gonne ga go na kamano epe le mofuta ope o o tshelang wa di-canid e e neng e ka tlhongwa.[7]	bʊbɪdi masʊmɪ a manɪ lɪ bʊratarʊ χʊ ja χʊ masʊmɪ a mat͡ɬʰanʊ , palʊ ɪ k͡χʰʊlʊ ja mɪnʊ ɪ ɪ it͡siwɪŋ mʊ sɪamusi sɪpɪ sa naχa sɪ ɪ sɪŋ sa marsupial pʰʊkʊd͡ʒɪ ɪ ɪ naŋ lɪ dit͡sɪbɪ t͡sa bat ɪ nɪ ɪ bɪilwɪ mʊ lɪlapɪŋ lɪ lɪ t͡ɬʰaʊlɪχilɪŋ la di kanid , ʊtʊkjʊninaɪ , ka χʊnnɪ χa χʊ na kamanʊ ɪpɪ lɪ mʊfuta ʊpɪ ʊ ʊ t͡sʰɪlaŋ wa di kanid ɪ ɪ nɪŋ ɪ ka t͡ɬʰʊŋwa . bʊsupa
Sekgele sa selekanyo sa makgolo a borobabobedi - 1:44.59 min (2001) - tshupo ya setshaba ke 1:44.47 min.	sɪk͡χʰɪlɪ sa sɪlɪkaɲʊ sa mak͡χʰʊlʊ a bʊrʊbabʊbɪdi bʊŋwɪ , masʊmɪ a manɪ lɪ bʊnɪ nt͡ɬʰa bʊt͡ɬʰanʊ bʊfɪra bʊŋwɪ min dikɪtɪ t͡sɪ pɪdi lɪ bʊŋwɪ t͡sʰupʊ ja sɪt͡sʰaba kɪ bʊŋwɪ , masʊmɪ a manɪ lɪ bʊnɪ nt͡ɬʰa bʊnɪ bʊsupa min .
1500 metres - 3:39.60 min (2001) - tshupo ya setshaba	sɪkɪtɪ lɪ mak͡χʰʊlʊ a mat͡ɬʰanʊ mɪtrɪs bʊrarʊ , masʊmɪ a mararʊ lɪ bʊfɪra bʊŋwɪ nt͡ɬʰa bʊratarʊ lɪfɪla min dikɪtɪ t͡sɪ pɪdi lɪ bʊŋwɪ t͡sʰupʊ ja sɪt͡sʰaba
Mo dikgaisanong tsa 2011 African Junior Athletics Championships, Amos o ne a taboga nako ya Botswana Junior Record ya 1:47.28. Go ya pele go tokafatsa rekoto ya gagwe, Amos o ne a tswa mo maemong a botlhano mo lebelong la dimetara di le 800 kwa mabelong a selekanye a banana a 2011 (2011 World Youth Championships in Athletics.)	mʊ dik͡χʰaisanʊŋ t͡sa dikɪtɪ t͡sɪ pɪdi lɪ lɪsʊmɪ lɪ bʊŋwɪ afrikan d͡ʒuniʊr atʰlɪtiks khampiʊnʃips , amʊs ʊ nɪ a tabʊχa nakʊ ja bʊt͡swana d͡ʒuniʊr rɪkʊrd ja bʊŋwɪ , masʊmɪ a manɪ lɪ bʊsupa nt͡ɬʰa bʊbɪdi bʊfɪra bʊbɪdi . χʊ ja pɪlɪ χʊ tʊkafat͡sa rɪkʊtʊ ja χaχwɪ , amʊs ʊ nɪ a t͡swa mʊ maɪmʊŋ a bʊt͡ɬʰanʊ mʊ lɪbɪlʊŋ la dimɪtara di lɪ mak͡χʰʊlʊ a fɪraŋ bʊbɪdi kwa mabɪlʊŋ a sɪlɪkaɲɪ a banana a dikɪtɪ t͡sɪ pɪdi lɪ lɪsʊmɪ lɪ bʊŋwɪ dikɪtɪ t͡sɪ pɪdi lɪ lɪsʊmɪ lɪ bʊŋwɪ wʊrld jʊutʰ khampiʊnʃips in atʰlɪtiks .
Amos o ne a taboga nako ya 1:42.14 ka selemo sa 2018 kwa Monaco Diamond League, a tsaya maemo a ntlha. E ne e le kgaisano ya gagwe e e di gaisang tsotlhe mo lobelong la dimetara di le 800 morago ga go tsaya metale wa selefera mo metshamekong ya Diolimpiki ya 2012.	amʊs ʊ nɪ a tabʊχa nakʊ ja bʊŋwɪ , masʊmɪ a manɪ lɪ bʊbɪdi nt͡ɬʰa bʊŋwɪ bʊnɪ ka sɪlɪmʊ sa dikɪtɪ t͡sɪ pɪdi lɪ lɪsʊmɪ lɪ bʊfɪra bʊbɪdi kwa mʊnakʊ diamʊnd lɪaχuɪ , a t͡saja maɪmʊ a nt͡ɬʰa . ɪ nɪ ɪ lɪ k͡χʰaisanʊ ja χaχwɪ ɪ ɪ di χaisaŋ t͡sʊt͡ɬʰɪ mʊ lʊbɪlʊŋ la dimɪtara di lɪ mak͡χʰʊlʊ a fɪraŋ bʊbɪdi mʊraχʊ χa χʊ t͡saja mɪtalɪ wa sɪlɪfɪra mʊ mɪt͡sʰamɪkʊŋ ja diʊlimpiki ja dikɪtɪ t͡sɪ pɪdi lɪ lɪsʊmɪ lɪ bʊbɪdi .
Mo metshamekong ya Monaco Diamond League ya 2019, Amos o ne a taboga 1:41.89, a itaya dimetara di le 600 ka 1:15.22.	mʊ mɪt͡sʰamɪkʊŋ ja mʊnakʊ diamʊnd lɪaχuɪ ja dikɪtɪ t͡sɪ pɪdi lɪ lɪsʊmɪ lɪ bʊfɪra bʊŋwɪ , amʊs ʊ nɪ a tabʊχa bʊŋwɪ , masʊmɪ a manɪ lɪ bʊŋwɪ nt͡ɬʰa bʊfɪra bʊbɪdi bʊfɪra bʊŋwɪ , a itaja dimɪtara di lɪ mak͡χʰʊlʊ a maratarʊ ka bʊŋwɪ , lɪsʊmɪ lɪ bʊt͡ɬʰanʊ nt͡ɬʰa bʊbɪdi bʊbɪdi .
Maemelo a gompieno a selekanyo sa di square mithara di le dikete di supa,le makgolo a robabobedi (84 000sq ft) a butswe ka kgwedi ya Tlhakole e tlhola malatsi a le masome a mabedi le bobedi ngwaga wa dikete pedi, lesome le borobabboedi, a emisetsa kago ya pele ya selekanyo sa 1.300m2 (14,000sq ft) e e neng e butswe ka ngwaga wa sekete, makgolo a robabongwe, masome a robabongwe le motso.	maɪmɪlʊ a χʊmpiɪnʊ a sɪlɪkaɲʊ sa di skuarɪ mitʰara di lɪ dikɪtɪ di supa , lɪ mak͡χʰʊlʊ a rʊbabʊbɪdi dikɪtɪ t͡sɪ masʊmɪ a fɪraŋ bʊbɪdi lɪ bʊnɪ sk ft a but͡swɪ ka k͡χʰwɪdi ja t͡ɬʰakʊlɪ ɪ t͡ɬʰʊla malat͡si a lɪ masʊmɪ a mabɪdi lɪ bʊbɪdi ŋwaχa wa dikɪtɪ pɪdi , lɪsʊmɪ lɪ bʊrʊbabbʊɪdi , a ɪmisɪt͡sa kaχʊ ja pɪlɪ ja sɪlɪkaɲʊ sa sɪkwɪrɪ sa dimɪtara di lɪ sɪkɪtɪ lɪ mak͡χʰʊlʊ a mararʊ dikɪtɪ t͡sɪ lɪsʊmɪ lɪ bʊnɪ sk ft ɪ ɪ nɪŋ ɪ but͡swɪ ka ŋwaχa wa sɪkɪtɪ , mak͡χʰʊlʊ a rʊbabʊŋwɪ , masʊmɪ a rʊbabʊŋwɪ lɪ mʊt͡sʊ .
Mogae o ne a fiwa tlotla ya Grand Cross ya Légion d'honneur ke tautona wa France ebong Rre Nicolas Sarkozy mo kgweding ya Mopitlo a le masome a mabedi ka ngwaga wa dikete tse pedi le borobabobedi (2008) go bo "a ne a le "moeteledipele wa sekao" mo go direleng lefatshe la Botswana "malebela" a puso ya batho ka batho gape le puso ee siameng.	mʊχaɪ ʊ nɪ a fiwa t͡ɬʊt͡ɬa ja χrand krʊss ja lɪχiʊn d hʊnnɪur kɪ tautʊna wa frankɪ ɪbʊŋ rrɪ nikʊlas sarkʊzj mʊ k͡χʰwɪdiŋ ja mʊpit͡ɬʊ a lɪ masʊmɪ a mabɪdi ka ŋwaχa wa dikɪtɪ t͡sɪ pɪdi lɪ bʊrʊbabʊbɪdi dikɪtɪ t͡sɪ pɪdi lɪ bʊfɪra bʊbɪdi χʊ bʊ a nɪ a lɪ mʊɪtɪlɪdipɪlɪ wa sɪkaʊ mʊ χʊ dirɪlɪŋ lɪfat͡sʰɪ la bʊt͡swana malɪbɪla a pusʊ ja batʰʊ ka batʰʊ χapɪ lɪ pusʊ ɪɪ siamɪŋ .
Officier de I’Order Nationale D’e Cote d’Ivoire (1979)	ʊffikiɪr dɪ i ʊrdɪr natiʊnalɪ d ɪ kʊtɪ d ivʊirɪ sɪkɪtɪ lɪ mak͡χʰʊlʊ a fɪraŋ bʊŋwɪ lɪ masʊmɪ a supaŋ lɪ bʊfɪra bʊŋwɪ
